"sightDate","year","time","quad","fishArea","lat","long","count","comments","channel","source","month","season","whale_identifier","sounders"
"2021-04-20",2021,"12:13",383,"8",48.06,-122.4,1,"  531, 383","orca network","public",4,"spring","383","y"
"2021-04-20",2021,"11:06",384,"8",48.02,-122.31,1,"  531, 383","orca network","reliable",4,"spring","531","y"
"2021-04-20",2021,"11:06",384,"8",48.02,-122.31,1,"  531, 383","orca network","reliable",4,"spring","383","y"
"2021-04-07",2021,"11:30",379,"8",48.12,-122.52,1,"  531, 383","orca network","reliable",4,"spring","531","y"
"2021-04-07",2021,"11:30",379,"8",48.12,-122.52,1,"  531, 383","orca network","reliable",4,"spring","383","y"
"2021-04-04",2021,"12:30",381,"8",48.1,-122.44,1,"  531, 723","orca network","reliable",4,"spring","531","y"
"2021-04-04",2021,"12:30",381,"8",48.1,-122.44,1,"  531, 723","orca network","reliable",4,"spring","723","y"
"2021-03-09",2021,"14:12",379,"8",48.12,-122.52,1,"  531, 723","orca network","reliable",3,"spring","531","y"
"2021-03-09",2021,"14:12",379,"8",48.12,-122.52,1,"  531, 723","orca network","reliable",3,"spring","723","y"
"2021-03-17",2021,"12:17",383,"8",48.06,-122.4,1,"  531, 723, 21, 53, 383","orca network","public",3,"spring","531","y"
"2021-03-17",2021,"12:17",383,"8",48.06,-122.4,1,"  531, 723, 21, 53, 383","orca network","public",3,"spring","723","y"
"2021-03-17",2021,"12:17",383,"8",48.06,-122.4,1,"  531, 723, 21, 53, 383","orca network","public",3,"spring","21","y"
"2021-03-17",2021,"12:17",383,"8",48.06,-122.4,1,"  531, 723, 21, 53, 383","orca network","public",3,"spring","53","y"
"2021-03-17",2021,"12:17",383,"8",48.06,-122.4,1,"  531, 723, 21, 53, 383","orca network","public",3,"spring","383","y"
"2021-04-27",2021,"12:00",378,"8",48.13,-122.38,1,"  56, 723, 21, 44","orca network","reliable",4,"spring","56","y"
"2021-04-27",2021,"12:00",378,"8",48.13,-122.38,1,"  56, 723, 21, 44","orca network","reliable",4,"spring","723","y"
"2021-04-27",2021,"12:00",378,"8",48.13,-122.38,1,"  56, 723, 21, 44","orca network","reliable",4,"spring","21","y"
"2021-04-27",2021,"12:00",378,"8",48.13,-122.38,1,"  56, 723, 21, 44","orca network","reliable",4,"spring","44","y"
"2013-04-21",2013,"12:10",385,"8",48.01,-122.22,1,"  723,  22","orca network","reliable",4,"spring","723","y"
"2013-04-21",2013,"12:10",385,"8",48.01,-122.22,1,"  723,  22","orca network","reliable",4,"spring","22","y"
"2013-04-21",2013,"13:00",384,"8",48.02,-122.31,1,"  723,  22","orca network","reliable",4,"spring","723","y"
"2013-04-21",2013,"13:00",384,"8",48.02,-122.31,1,"  723,  22","orca network","reliable",4,"spring","22","y"
"2021-03-24",2021,"13:35",386,"8",47.96,-122.29,1,"  723, 383","orca network","reliable",3,"spring","723","y"
"2021-03-24",2021,"13:35",386,"8",47.96,-122.29,1,"  723, 383","orca network","reliable",3,"spring","383","y"
"2021-05-10",2021,"13:18",386,"8",47.96,-122.29,1,"  723, 44","orca network","reliable",5,"spring","723","y"
"2021-05-10",2021,"13:18",386,"8",47.96,-122.29,1,"  723, 44","orca network","reliable",5,"spring","44","y"
"2016-05-01",2016,"13:00",375,"8",48.18,-122.55,1,"  723, 44, 49","orca network","public",5,"spring","723","y"
"2016-05-01",2016,"13:00",375,"8",48.18,-122.55,1,"  723, 44, 49","orca network","public",5,"spring","44","y"
"2016-05-01",2016,"13:00",375,"8",48.18,-122.55,1,"  723, 44, 49","orca network","public",5,"spring","49","y"
"2021-03-21",2021,"11:35",379,"8",48.12,-122.52,1,"  723, 53, 383","orca network","reliable",3,"spring","723","y"
"2021-03-21",2021,"11:35",379,"8",48.12,-122.52,1,"  723, 53, 383","orca network","reliable",3,"spring","53","y"
"2021-03-21",2021,"11:35",379,"8",48.12,-122.52,1,"  723, 53, 383","orca network","reliable",3,"spring","383","y"
"2021-03-21",2021,"10:00",381,"8",48.1,-122.44,1,"  723, 53, 383","orca network","public",3,"spring","723","y"
"2021-03-21",2021,"10:00",381,"8",48.1,-122.44,1,"  723, 53, 383","orca network","public",3,"spring","53","y"
"2021-03-21",2021,"10:00",381,"8",48.1,-122.44,1,"  723, 53, 383","orca network","public",3,"spring","383","y"
"2021-03-08",2021,"11:02",375,"8",48.18,-122.55,1,"  723, 53, 531","orca network","reliable",3,"spring","723","y"
"2021-03-08",2021,"11:02",375,"8",48.18,-122.55,1,"  723, 53, 531","orca network","reliable",3,"spring","53","y"
"2021-03-08",2021,"11:02",375,"8",48.18,-122.55,1,"  723, 53, 531","orca network","reliable",3,"spring","531","y"
"2020-07-05",2020,"13:00",384,"8",48.02,-122.31,1,"   225, unknown","orca network","public",7,"summer","225","n"
"2020-07-05",2020,"13:00",384,"8",48.02,-122.31,1,"   225, unknown","orca network","public",7,"summer","unknown","u"
"2020-10-18",2020,"14:00",419,"11",47.35,-122.34,1,"2259","orca network","public",10,"fall","2259","y"
"2022-03-05",2022,"15:00",209,"7",48.62,-122.75,1,"2440","orca network","reliable",3,"spring","2440","y"
"2022-02-27",2022,"10:50",179,"19C",48.51,-123.32,1,"2440","orca network","public",2,"winter","2440","y"
"2022-03-05",2022,"14:00",366,"8",48.41,-122.57,1,"2441","orca network","reliable",3,"spring","2441","y"
"2022-04-13",2022,"13:39",182,"19C",48.44,-123.28,1,"766","orca network","reliable",4,"spring","766","n"
"2020-10-27",2020,"15:00",404,"10",47.72,-122.44,1,"2261","orca network","public",10,"fall","2261","y"
"2020-10-26",2020,"12:59",375,"8",48.18,-122.55,1,"2261","orca network","public",10,"fall","2261","y"
"2020-10-20",2020,"0:00",434,"12",47.4,-122.9,1,"2262","orca network","public",10,"fall","2262","n"
"2020-10-20",2020,"12:00",445,"9",47.85,-122.63,1,"2262","orca network","public",10,"fall","2262","n"
"2022-04-05",2022,"11:25",384,"8",48.02,-122.31,1,"185","orca network","reliable",4,"spring","185","y"
"2022-03-29",2022,"11:05",384,"8",48.02,-122.31,1,"  185, 21, 22","email","reliable",3,"spring","185","y"
"2022-03-29",2022,"11:05",384,"8",48.02,-122.31,1,"  185, 21, 22","email","reliable",3,"spring","21","y"
"2022-03-29",2022,"11:05",384,"8",48.02,-122.31,1,"  185, 21, 22","email","reliable",3,"spring","22","y"
"2022-03-05",2022,"12:25",378,"8",48.13,-122.38,1,"  185, 2362, 2356","orca network","reliable",3,"spring","185","y"
"2022-03-05",2022,"12:25",378,"8",48.13,-122.38,1,"  185, 2362, 2356","orca network","reliable",3,"spring","2362","y"
"2022-03-05",2022,"12:25",378,"8",48.13,-122.38,1,"  185, 2362, 2356","orca network","reliable",3,"spring","2356","y"
"2022-06-03",2022,"16:00",378,"8",48.13,-122.38,1,"21","orca network","public",6,"summer","21","y"
"2022-06-01",2022,"6:27",378,"8",48.13,-122.38,1,"21","orca network","reliable",6,"summer","21","y"
"2022-03-28",2022,"11:30",384,"8",48.02,-122.31,1,"21","orca network","reliable",3,"spring","21","y"
"2022-03-19",2022,"12:12",378,"8",48.13,-122.38,1,"21","orca network","reliable",3,"spring","21","y"
"2022-03-11",2022,"16:00",386,"8",47.96,-122.29,1,"21","orca network","reliable",3,"spring","21","y"
"2022-05-30",2022,"9:37",378,"8",48.13,-122.38,1,"21","orca network","public",5,"spring","21","y"
"2022-05-27",2022,"15:00",377,"8",48.17,-122.4,1,"  21, 22","orca network","public",5,"spring","21","y"
"2022-05-27",2022,"15:00",377,"8",48.17,-122.4,1,"  21, 22","orca network","public",5,"spring","22","y"
"2022-05-03",2022,"10:30",381,"8",48.1,-122.44,1,"  21, 22","orca network","reliable",5,"spring","21","y"
"2022-05-03",2022,"10:30",381,"8",48.1,-122.44,1,"  21, 22","orca network","reliable",5,"spring","22","y"
"2022-04-30",2022,"17:11",384,"8",48.02,-122.31,1,"  21, 22","orca network","reliable",4,"spring","21","y"
"2022-04-30",2022,"17:11",384,"8",48.02,-122.31,1,"  21, 22","orca network","reliable",4,"spring","22","y"
"2022-04-06",2022,"6:00",378,"8",48.13,-122.38,1,"  21, 22","orca network","public",4,"spring","21","y"
"2022-04-06",2022,"6:00",378,"8",48.13,-122.38,1,"  21, 22","orca network","public",4,"spring","22","y"
"2022-05-25",2022,"13:30",381,"8",48.1,-122.44,1,"  21, 22, 2249","orca network","reliable",5,"spring","21","y"
"2022-05-25",2022,"13:30",381,"8",48.1,-122.44,1,"  21, 22, 2249","orca network","reliable",5,"spring","22","y"
"2022-05-25",2022,"13:30",381,"8",48.1,-122.44,1,"  21, 22, 2249","orca network","reliable",5,"spring","2249","y"
"2022-03-23",2022,"11:32",383,"8",48.06,-122.4,1,"  21, 22, 2356","orca network","reliable",3,"spring","21","y"
"2022-03-23",2022,"11:32",383,"8",48.06,-122.4,1,"  21, 22, 2356","orca network","reliable",3,"spring","22","y"
"2022-03-23",2022,"11:32",383,"8",48.06,-122.4,1,"  21, 22, 2356","orca network","reliable",3,"spring","2356","y"
"2022-03-23",2022,"11:07",383,"8",48.06,-122.4,1,"  21, 22, 2356","orca network","reliable",3,"spring","21","y"
"2022-03-23",2022,"11:07",383,"8",48.06,-122.4,1,"  21, 22, 2356","orca network","reliable",3,"spring","22","y"
"2022-03-23",2022,"11:07",383,"8",48.06,-122.4,1,"  21, 22, 2356","orca network","reliable",3,"spring","2356","y"
"2022-03-13",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 2356, 2362","orca network","reliable",3,"spring","21","y"
"2022-03-13",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 2356, 2362","orca network","reliable",3,"spring","22","y"
"2022-03-13",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 2356, 2362","orca network","reliable",3,"spring","2356","y"
"2022-03-13",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 2356, 2362","orca network","reliable",3,"spring","2362","y"
"2022-04-06",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 383, 2362, 531, unknown","orca network","reliable",4,"spring","21","y"
"2022-04-06",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 383, 2362, 531, unknown","orca network","reliable",4,"spring","22","y"
"2022-04-06",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 383, 2362, 531, unknown","orca network","reliable",4,"spring","383","y"
"2022-04-06",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 383, 2362, 531, unknown","orca network","reliable",4,"spring","2362","y"
"2022-04-06",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 383, 2362, 531, unknown","orca network","reliable",4,"spring","531","y"
"2022-04-06",2022,"11:40",384,"8",48.02,-122.31,1,"  21, 22, 383, 2362, 531, unknown","orca network","reliable",4,"spring","unknown","u"
"2022-04-11",2022,"11:12",384,"8",48.02,-122.31,1,"  21, 2259, 356","orca network","reliable",4,"spring","21","y"
"2022-04-11",2022,"11:12",384,"8",48.02,-122.31,1,"  21, 2259, 356","orca network","reliable",4,"spring","2259","y"
"2022-04-11",2022,"11:12",384,"8",48.02,-122.31,1,"  21, 2259, 356","orca network","reliable",4,"spring","356","y"
"2022-04-28",2022,"7:50",378,"8",48.13,-122.38,1,"  21, unknown","orca network","public",4,"spring","21","y"
"2022-04-28",2022,"7:50",378,"8",48.13,-122.38,1,"  21, unknown","orca network","public",4,"spring","unknown","u"
"2022-04-17",2022,"11:00",378,"8",48.13,-122.38,1,"  21, unknown","orca network","public",4,"spring","21","y"
"2022-04-17",2022,"11:00",378,"8",48.13,-122.38,2,"  21, unknown","orca network","public",4,"spring","unknown","u"
"2022-04-18",2022,"12:25",384,"8",48.02,-122.31,1,"22","orca network","reliable",4,"spring","22","y"
"2022-04-16",2022,"11:34",384,"8",48.02,-122.31,1,"22","orca network","reliable",4,"spring","22","y"
"2022-04-09",2022,"12:00",385,"8",48.01,-122.22,1,"22","orca network","reliable",4,"spring","22","y"
"2022-04-02",2022,"12:20",384,"8",48.02,-122.31,1,"22","orca network","reliable",4,"spring","22","y"
"2022-03-31",2022,"11:37",384,"8",48.02,-122.31,1,"  22,  2259","orca network","reliable",3,"spring","22","y"
"2022-03-31",2022,"11:37",384,"8",48.02,-122.31,1,"  22,  2259","orca network","reliable",3,"spring","2259","y"
"2022-03-20",2022,"12:00",384,"8",48.02,-122.31,1,"  22,  2356","orca network","reliable",3,"spring","22","y"
"2022-03-20",2022,"12:00",384,"8",48.02,-122.31,1,"  22,  2356","orca network","reliable",3,"spring","2356","y"
"2022-03-19",2022,"12:35",384,"8",48.02,-122.31,1,"  22,  2356","orca network","reliable",3,"spring","22","y"
"2022-03-19",2022,"12:35",384,"8",48.02,-122.31,1,"  22,  2356","orca network","reliable",3,"spring","2356","y"
"2022-01-23",2022,"10:00",383,"8",48.06,-122.4,1,"  22,  53","orca network","reliable",1,"winter","22","y"
"2022-01-23",2022,"10:00",383,"8",48.06,-122.4,1,"  22,  53","orca network","reliable",1,"winter","53","y"
"2022-01-23",2022,"8:30",383,"8",48.06,-122.4,1,"  22,  53 ","email","reliable",1,"winter","22","y"
"2022-01-23",2022,"8:30",383,"8",48.06,-122.4,1,"  22,  53 ","email","reliable",1,"winter","53","y"
"2022-01-23",2022,"7:55",383,"8",48.06,-122.4,1,"  22,  53 ","orca network","reliable",1,"winter","22","y"
"2022-01-23",2022,"7:55",383,"8",48.06,-122.4,1,"  22,  53 ","orca network","reliable",1,"winter","53","y"
"2022-03-06",2022,"11:15",384,"8",48.02,-122.31,1,"  22, 2356, 2362","orca network","reliable",3,"spring","22","y"
"2022-03-06",2022,"11:15",384,"8",48.02,-122.31,1,"  22, 2356, 2362","orca network","reliable",3,"spring","2356","y"
"2022-03-06",2022,"11:15",384,"8",48.02,-122.31,1,"  22, 2356, 2362","orca network","reliable",3,"spring","2362","y"
"2022-05-26",2022,"15:00",378,"8",48.13,-122.38,1,"  22, 21","orca network","public",5,"spring","22","y"
"2022-05-26",2022,"15:00",378,"8",48.13,-122.38,1,"  22, 21","orca network","public",5,"spring","21","y"
"2022-04-04",2022,"11:45",384,"8",48.02,-122.31,1,"  22, 21","orca network","reliable",4,"spring","22","y"
"2022-04-04",2022,"11:45",384,"8",48.02,-122.31,1,"  22, 21","orca network","reliable",4,"spring","21","y"
"2022-06-01",2022,"12:13",384,"8",48.02,-122.31,1,"  22, 2356","orca network","reliable",6,"summer","22","y"
"2022-06-01",2022,"12:13",384,"8",48.02,-122.31,1,"  22, 2356","orca network","reliable",6,"summer","2356","y"
"2022-05-07",2022,"12:56",384,"8",48.02,-122.31,1,"  22, 2362","orca network","reliable",5,"spring","22","y"
"2022-05-07",2022,"12:56",384,"8",48.02,-122.31,1,"  22, 2362","orca network","reliable",5,"spring","2362","y"
"2022-04-08",2022,"12:00",384,"8",48.02,-122.31,1,"  22, 383","orca network","reliable",4,"spring","22","y"
"2022-04-08",2022,"12:00",384,"8",48.02,-122.31,1,"  22, 383","orca network","reliable",4,"spring","383","y"
"2022-04-14",2022,"11:24",384,"8",48.02,-122.31,1,"  22, 531","orca network","reliable",4,"spring","22","y"
"2022-04-14",2022,"11:24",384,"8",48.02,-122.31,1,"  22, 531","orca network","reliable",4,"spring","531","y"
"2022-05-09",2022,"12:40",384,"8",48.02,-122.31,1,"  22, 531, 2362","orca network","reliable",5,"spring","22","y"
"2022-05-09",2022,"12:40",384,"8",48.02,-122.31,1,"  22, 531, 2362","orca network","reliable",5,"spring","531","y"
"2022-05-09",2022,"12:40",384,"8",48.02,-122.31,1,"  22, 531, 2362","orca network","reliable",5,"spring","2362","y"
"2022-03-23",2022,"11:20",383,"8",48.06,-122.4,1,"  22, unknown","orca network","reliable",3,"spring","22","y"
"2022-03-23",2022,"11:20",383,"8",48.06,-122.4,1,"  22, unknown","orca network","reliable",3,"spring","unknown","u"
"2022-03-23",2022,"7:38",383,"8",48.06,-122.4,1,"  22, unknown","orca network","reliable",3,"spring","22","y"
"2022-03-23",2022,"7:38",383,"8",48.06,-122.4,1,"  22, unknown","orca network","reliable",3,"spring","unknown","u"
"2022-03-23",2022,"9:45",383,"8",48.06,-122.4,1,"  22, unknown","orca network","reliable",3,"spring","22","y"
"2022-03-23",2022,"9:45",383,"8",48.06,-122.4,2,"  22, unknown","orca network","reliable",3,"spring","unknown","u"
"2022-03-23",2022,"8:22",383,"8",48.06,-122.4,1,"  22, unknown","orca network","reliable",3,"spring","22","y"
"2022-03-23",2022,"8:22",383,"8",48.06,-122.4,2,"  22, unknown","orca network","reliable",3,"spring","unknown","u"
"2022-04-30",2022,"11:20",248,"6",48.31,-122.76,1,"  2240, unknown","orca network","reliable",4,"spring","2240","n"
"2022-04-30",2022,"11:20",248,"6",48.31,-122.76,1,"  2240, unknown","orca network","reliable",4,"spring","unknown","u"
"2022-05-20",2022,"11:48",384,"8",48.02,-122.31,1,"2246","orca network","reliable",5,"spring","2246","y"
"2019-06-01",2019,"18:30",409,"10",47.59,-122.34,1,"2256","orca network","public",6,"summer","2256","n"
"2022-05-23",2022,"12:10",398,"9",47.89,-122.36,1,"2259","orca network","reliable",5,"spring","2259","y"
"2022-05-10",2022,"12:20",384,"8",48.02,-122.31,1,"2259","orca network","reliable",5,"spring","2259","y"
"2022-04-16",2022,"12:00",384,"8",48.02,-122.31,1,"2259","orca network","reliable",4,"spring","2259","y"
"2022-04-05",2022,"12:30",384,"8",48.02,-122.31,1,"2259","orca network","reliable",4,"spring","2259","y"
"2022-03-16",2022,"12:29",386,"8",47.96,-122.29,1,"2259","orca network","reliable",3,"spring","2259","y"
"2022-03-10",2022,"11:42",264,"20C",48.35,-123.72,1,"2259","orca network","reliable",3,"spring","2259","y"
"2022-03-09",2022,"17:00",222,"6",48.4,-122.69,1,"2259","orca network","public",3,"spring","2259","y"
"2022-03-18",2022,"11:15",384,"8",48.02,-122.31,1,"  2259,  2356","orca network","reliable",3,"spring","2259","y"
"2022-03-18",2022,"11:15",384,"8",48.02,-122.31,1,"  2259,  2356","orca network","reliable",3,"spring","2356","y"
"2020-10-05",2020,"12:20",385,"8",48.01,-122.22,1,"2262","orca network","reliable",10,"fall","2262","n"
"2022-06-10",2022,"10:42",396,"9",47.95,-122.47,1,"2356","orca network","reliable",6,"summer","2356","y"
"2022-05-21",2022,"12:20",384,"8",48.02,-122.31,1,"2356","orca network","reliable",5,"spring","2356","y"
"2022-05-11",2022,"20:00",372,"8",48.27,-122.56,1,"2356","orca network","reliable",5,"spring","2356","y"
"2022-05-10",2022,"14:25",372,"8",48.27,-122.56,1,"2356","orca network","reliable",5,"spring","2356","y"
"2022-05-08",2022,"18:15",372,"8",48.27,-122.56,1,"2356","orca network","reliable",5,"spring","2356","y"
"2022-05-03",2022,"19:45",372,"8",48.27,-122.56,1,"2356","orca network","reliable",5,"spring","2356","y"
"2020-06-28",2020,"15:54",372,"8",48.27,-122.56,1,"2356","orca network","public",6,"summer","2356","y"
"2022-06-24",2022,"15:08",394,"9",47.98,-122.56,1,"  2356, unknown","orca network","reliable",6,"summer","2356","y"
"2022-06-24",2022,"15:08",394,"9",47.98,-122.56,1,"  2356, unknown","orca network","reliable",6,"summer","unknown","u"
"2022-05-24",2022,"13:55",412,"10",47.54,-122.49,1,"2362","orca network","reliable",5,"spring","2362","y"
"2022-05-23",2022,"13:35",373,"8",48.23,-122.67,1,"2362","orca network","reliable",5,"spring","2362","y"
"2022-04-26",2022,"11:15",386,"8",47.96,-122.29,1,"2362","orca network","reliable",4,"spring","2362","y"
"2022-04-16",2022,"12:25",384,"8",48.02,-122.31,1,"2362","orca network","reliable",4,"spring","2362","y"
"2022-04-09",2022,"11:20",384,"8",48.02,-122.31,1,"2362","orca network","reliable",4,"spring","2362","y"
"2022-03-27",2022,"11:45",382,"8",48.08,-122.33,1,"2362","orca network","reliable",3,"spring","2362","y"
"2022-03-26",2022,"11:30",384,"8",48.02,-122.31,1,"2362","orca network","reliable",3,"spring","2362","y"
"2022-03-21",2022,"11:00",384,"8",48.02,-122.31,1,"2362","email","reliable",3,"spring","2362","y"
"2022-03-15",2022,"11:25",384,"8",48.02,-122.31,1,"2362","orca network","reliable",3,"spring","2362","y"
"2022-04-10",2022,"11:20",384,"8",48.02,-122.31,1,"  2362, 22","orca network","reliable",4,"spring","2362","y"
"2022-04-10",2022,"11:20",384,"8",48.02,-122.31,1,"  2362, 22","orca network","reliable",4,"spring","22","y"
"2022-04-17",2022,"15:37",384,"8",48.02,-122.31,1,"  2362, unknown","orca network","public",4,"spring","2362","y"
"2022-04-17",2022,"15:37",384,"8",48.02,-122.31,1,"  2362, unknown","orca network","public",4,"spring","unknown","u"
"2022-03-09",2022,"9:20",181,"7",48.5,-123.17,1,"2383","orca network","public",3,"spring","2383","n"
"2022-08-22",2022,"11:00",385,"8",48.01,-122.22,1,"2440","hotline","public",8,"summer","2440","y"
"2022-08-13",2022,"7:30",379,"8",48.12,-122.52,1,"2440","orca network","public",8,"summer","2440","y"
"2022-07-23",2022,"7:25",380,"8",48.06,-122.52,1,"2440","orca network","public",7,"summer","2440","y"
"2022-07-22",2022,"17:15",380,"8",48.06,-122.52,1,"2440","orca network","reliable",7,"summer","2440","y"
"2022-07-19",2022,"16:51",386,"8",47.96,-122.29,1,"2440","orca network","reliable",7,"summer","2440","y"
"2022-07-19",2022,"14:14",385,"8",48.01,-122.22,1,"2440","orca network","public",7,"summer","2440","y"
"2022-07-04",2022,"16:52",375,"8",48.18,-122.55,1,"2440","orca network","reliable",7,"summer","2440","y"
"2022-07-02",2022,"17:10",373,"8",48.23,-122.67,1,"2440","orca network","reliable",7,"summer","2440","y"
"2022-06-29",2022,"5:35",380,"8",48.06,-122.52,1,"2440","orca network","public",6,"summer","2440","y"
"2022-06-13",2022,"15:45",373,"8",48.23,-122.67,1,"2440","orca network","reliable",6,"summer","2440","y"
"2022-06-11",2022,"12:45",371,"8",48.27,-122.45,1,"2440","orca network","reliable",6,"summer","2440","y"
"2022-06-08",2022,"15:00",372,"8",48.27,-122.56,1,"2440","orca network","reliable",6,"summer","2440","y"
"2022-06-08",2022,"10:30",372,"8",48.27,-122.56,1,"2440","orca network","public",6,"summer","2440","y"
"2022-06-05",2022,"16:15",372,"8",48.27,-122.56,1,"2440","orca network","reliable",6,"summer","2440","y"
"2022-06-04",2022,"14:00",372,"8",48.27,-122.56,1,"2440","orca network","reliable",6,"summer","2440","y"
"2022-06-02",2022,"14:00",372,"8",48.27,-122.56,1,"2440","orca network","reliable",6,"summer","2440","y"
"2022-05-31",2022,"12:45",372,"8",48.27,-122.56,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-30",2022,"20:25",372,"8",48.27,-122.56,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-28",2022,"11:00",375,"8",48.18,-122.55,1,"2440","orca network","public",5,"spring","2440","y"
"2022-05-24",2022,"12:45",373,"8",48.23,-122.67,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-23",2022,"19:00",373,"8",48.23,-122.67,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-20",2022,"10:30",372,"8",48.27,-122.56,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-19",2022,"13:45",372,"8",48.27,-122.56,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-08",2022,"14:45",372,"8",48.27,-122.56,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-05-07",2022,"18:00",368,"8",48.32,-122.47,1,"2440","orca network","reliable",5,"spring","2440","y"
"2022-04-22",2022,"9:00",222,"6",48.4,-122.69,1,"2440","orca network","public",4,"spring","2440","y"
"2022-02-12",2022,"14:15",177,"19C",48.56,-123.29,1,"2440","orca network","public",2,"winter","2440","y"
"2022-08-07",2022,"19:00",386,"8",47.96,-122.29,1,"2440","orca network","reliable",8,"summer","2440","y"
"2022-08-07",2022,"13:40",386,"8",47.96,-122.29,1,"2440","orca network","public",8,"summer","2440","y"
"2022-08-05",2022,"20:20",383,"8",48.06,-122.4,1,"2440","orca network","public",8,"summer","2440","y"
"2022-08-05",2022,"16:45",383,"8",48.06,-122.4,1,"2440","orca network","reliable",8,"summer","2440","y"
"2022-08-04",2022,"10:45",384,"8",48.02,-122.31,1,"2440","orca network","reliable",8,"summer","2440","y"
"2022-08-01",2022,"13:16",380,"8",48.06,-122.52,1,"2440","orca network","public",8,"summer","2440","y"
"2022-07-26",2022,"6:45",380,"8",48.06,-122.52,1,"2440","orca network","public",7,"summer","2440","y"
"2022-07-24",2022,"18:04",380,"8",48.06,-122.52,1,"2440","orca network","reliable",7,"summer","2440","y"
"2022-07-17",2022,"17:45",385,"8",48.01,-122.22,1,"2440","orca network","reliable",7,"summer","2440","y"
"2022-04-15",2022,"10:59",222,"6",48.4,-122.69,1,"2440","orca network","public",4,"spring","2440","y"
"2022-05-23",2022,"14:33",373,"8",48.23,-122.67,1,"  2440, unknown","orca network","reliable",5,"spring","2440","y"
"2022-05-23",2022,"14:33",373,"8",48.23,-122.67,1,"  2440, unknown","orca network","reliable",5,"spring","unknown","u"
"2022-05-17",2022,"12:37",372,"8",48.27,-122.56,1,"  2440, unknown","orca network","reliable",5,"spring","2440","y"
"2022-05-17",2022,"12:37",372,"8",48.27,-122.56,1,"  2440, unknown","orca network","reliable",5,"spring","unknown","u"
"2022-05-19",2022,"13:00",371,"8",48.27,-122.45,1,"  2440,, unknown","orca network","reliable",5,"spring","2440","y"
"2022-05-19",2022,"13:00",371,"8",48.27,-122.45,2,"  2440,, unknown","orca network","reliable",5,"spring","unknown","u"
"2022-05-19",2022,"13:00",371,"8",48.27,-122.45,2,"  2440,, unknown","orca network","reliable",5,"spring","unknown","u"
"2022-07-03",2022,"12:45",385,"8",48.01,-122.22,1,"2441","orca network","reliable",7,"summer","2441","y"
"2022-06-20",2022,"11:15",222,"6",48.4,-122.69,1,"2441","orca network","reliable",6,"summer","2441","y"
"2022-06-13",2022,"11:25",384,"8",48.02,-122.31,1,"2441","orca network","reliable",6,"summer","2441","y"
"2022-03-06",2022,"8:06",222,"6",48.4,-122.69,1,"2441","orca network","public",3,"spring","2441","y"
"2022-06-21",2022,"11:16",222,"6",48.4,-122.69,1,"  2441, unknown","orca network","reliable",6,"summer","2441","y"
"2022-06-21",2022,"11:16",222,"6",48.4,-122.69,1,"  2441, unknown","orca network","reliable",6,"summer","unknown","u"
"2022-04-24",2022,"14:00",247,"6",48.32,-122.71,1,"2445","orca network","public",4,"spring","2445","n"
"2022-05-14",2022,"11:23",391,"9",48.04,-122.74,1,"2447","orca network","reliable",5,"spring","2447","n"
"2022-04-29",2022,"11:58",384,"8",48.02,-122.31,1,"  356, 2356, 22, 531, 383, unknown","orca network","reliable",4,"spring","356","y"
"2022-04-29",2022,"11:58",384,"8",48.02,-122.31,1,"  356, 2356, 22, 531, 383, unknown","orca network","reliable",4,"spring","2356","y"
"2022-04-29",2022,"11:58",384,"8",48.02,-122.31,1,"  356, 2356, 22, 531, 383, unknown","orca network","reliable",4,"spring","22","y"
"2022-04-29",2022,"11:58",384,"8",48.02,-122.31,1,"  356, 2356, 22, 531, 383, unknown","orca network","reliable",4,"spring","531","y"
"2022-04-29",2022,"11:58",384,"8",48.02,-122.31,1,"  356, 2356, 22, 531, 383, unknown","orca network","reliable",4,"spring","383","y"
"2022-04-29",2022,"11:58",384,"8",48.02,-122.31,3,"  356, 2356, 22, 531, 383, unknown","orca network","reliable",4,"spring","unknown","u"
"2022-05-05",2022,"14:17",378,"8",48.13,-122.38,1,"383","orca network","public",5,"spring","383","y"
"2022-04-18",2022,"11:25",384,"8",48.02,-122.31,1,"383","orca network","reliable",4,"spring","383","y"
"2022-04-05",2022,"12:00",384,"8",48.02,-122.31,1,"383","orca network","reliable",4,"spring","383","y"
"2022-03-29",2022,"12:30",386,"8",47.96,-122.29,1,"383","orca network","reliable",3,"spring","383","y"
