sightDate,year,time,quad,fishArea,lat,long,count,comments,channel,source
4/28/14,2014,0:00,386,8,47.96,122.29,2,"  49,  723",orca network,reliable
4/25/20,2020,0:00,384,8,48.02,122.31,3,"  49,  383, unknown",orca network,reliable
3/30/14,2014,15:30,378,8,48.13,122.38,2,"  49, unknown",orca network,public
3/29/14,2014,12:40,384,8,48.02,122.31,1,53,orca network,reliable
5/12/13,2013,10:00,386,8,47.96,122.29,1,53,other,ww
3/1/14,2014,0:00,398,9,47.89,122.36,1,53,orca network,reliable
4/21/14,2014,13:15,384,8,48.02,122.31,2,"  53, unknown",orca network,reliable
3/8/14,2014,13:00,386,8,47.96,122.29,2,"  53, unknown",orca network,public
3/14/14,2014,12:00,378,8,48.13,122.38,3,"  53, unknown",orca network,public
4/22/20,2020,18:45,383,8,48.06,122.4,1,531,orca network,reliable
3/21/22,2022,7:30,381,8,48.1,122.44,2,"  531,  383",orca network,public
6/11/20,2020,15:00,386,8,47.96,122.29,1,56,orca network,reliable
4/7/14,2014,0:00,385,8,48.01,122.22,3,"  56, 49, 53",orca network,reliable
3/9/14,2014,13:20,384,8,48.02,122.31,3,"  56, 531, 723",orca network,reliable
3/9/14,2014,12:20,385,8,48.01,122.22,3,"  56, 531, 723",orca network,reliable
5/4/14,2014,0:00,383,8,48.06,122.4,1,723,orca network,reliable
5/5/14,2014,13:10,386,8,47.96,122.29,1,723,orca network,reliable
5/1/14,2014,11:45,384,8,48.02,122.31,2,"  723,  49",orca network,reliable
3/16/14,2014,11:55,381,8,48.1,122.44,2,"  723,  53",orca network,public
3/22/14,2014,12:15,384,8,48.02,122.31,2,"  723,  56",orca network,public
5/7/21,2021,10:45,385,8,48.01,122.22,2,"  185, 2261",orca network,reliable
5/13/21,2021,9:00,384,8,48.02,122.31,2,"  185, 2356",orca network,reliable
4/12/21,2021,12:08,378,8,48.13,122.38,2,"  185, 44",orca network,reliable
4/30/21,2021,10:45,385,8,48.01,122.22,2,"  185, 531",orca network,reliable
5/2/21,2021,12:09,385,8,48.01,122.22,3,"  185, 531, 44",orca network,reliable
4/8/21,2021,7:30,381,8,48.1,122.44,2,"  185, 723",orca network,reliable
4/30/21,2021,12:25,378,8,48.13,122.38,3,"  21, 2261, 723",orca network,reliable
3/23/21,2021,11:28,384,8,48.02,122.31,2,"  21, 53",orca network,reliable
4/20/21,2021,12:50,385,8,48.01,122.22,2,"  21, 56",orca network,reliable
6/4/21,2021,10:00,398,9,47.89,122.36,2,"  21, 723",orca network,public
3/19/15,2015,11:43,384,8,48.02,122.31,6,"  22, 49, 53, 56, 723, unknown",orca network,reliable
3/21/15,2015,0:00,383,8,48.06,122.4,4,"  22, 49, 53, unknown",orca network,reliable
3/5/22,2022,15:00,381,8,48.1,122.44,4,"  22, 531, 723, unknown",orca network,reliable
4/18/21,2021,11:50,384,8,48.02,122.31,3,"  2246, 531, 2356",orca network,reliable
3/29/21,2021,12:30,384,8,48.02,122.31,4,"  2255, 2356, 44, 53",orca network,reliable
3/31/21,2021,11:30,378,8,48.13,122.38,2,"  2256, 2261",orca network,reliable
3/31/21,2021,12:15,376,8,48.21,122.38,2,"  2259, 2261",orca network,reliable
3/31/21,2021,14:00,378,8,48.13,122.38,4,"  2259, 2261, unknown",orca network,reliable
10/9/20,2020,0:00,385,8,48.01,122.22,2,"  2259, 2262",orca network,reliable
5/9/21,2021,10:45,384,8,48.02,122.31,3,"  2356, 185, 531",orca network,reliable
4/14/21,2021,11:45,384,8,48.02,122.31,3,"  2362, 383, 2259",orca network,reliable
4/23/21,2021,12:19,384,8,48.02,122.31,2,"  356, 531",orca network,reliable
3/20/21,2021,15:38,384,8,48.02,122.31,2,"  383, 21",orca network,reliable
4/12/21,2021,17:26,385,8,48.01,122.22,4,"  383, 21, 185, 2259",orca network,reliable
3/15/21,2021,12:25,384,8,48.02,122.31,2,"  383, 2259",orca network,public
3/26/21,2021,11:37,383,8,48.06,122.4,3,"  383, 2259, 21",orca network,reliable
3/19/21,2021,11:23,381,8,48.1,122.44,2,"  383, 723",orca network,reliable
5/1/21,2021,10:00,384,8,48.02,122.31,2,"  44, 21",orca network,ww
4/10/21,2021,12:00,378,8,48.13,122.38,2,"  44, 21",orca network,reliable
5/8/21,2021,15:00,378,8,48.13,122.38,4,"  44, 21, unknown",orca network,reliable
4/6/21,2021,12:06,381,8,48.1,122.44,2,"  44, 383",orca network,reliable
5/14/21,2021,11:09,384,8,48.02,122.31,4,"  44, 531, 2356, 723",orca network,reliable
4/29/16,2016,0:00,383,8,48.06,122.4,2,"  44, 723",orca network,reliable
4/30/16,2016,0:00,381,8,48.1,122.44,2,"  49, 383",orca network,public
4/27/13,2013,0:00,375,8,48.18,122.55,7,"  49, 53, 56, 383, 531, 723, 44",orca network,reliable
4/7/21,2021,13:01,378,8,48.13,122.38,5,"  53, 44, unknown",orca network,reliable
3/12/21,2021,17:43,374,8,48.23,122.57,3,"  53, 531, 723",orca network,reliable
3/12/21,2021,11:55,306,6,48.27,122.76,3,"  53, 531, 723",orca network,reliable
4/16/21,2021,12:07,378,8,48.13,122.38,2,"  53, 56",orca network,reliable
2/21/21,2021,15:34,372,8,48.27,122.56,2,"  53, 56",orca network,public
4/6/14,2014,10:00,384,8,48.02,122.31,5,"  53, 56, 44, 49, 723",other,ww
3/31/21,2021,11:15,379,8,48.12,122.52,2,"  53, 723",orca network,reliable
2/24/21,2021,13:14,375,8,48.18,122.55,2,"  53, 723",orca network,public
2/24/21,2021,16:02,379,8,48.12,122.52,2,"  53, 723",orca network,reliable
3/8/21,2021,12:06,374,8,48.23,122.57,3,"  53, 723, 531",orca network,public
5/8/21,2021,11:00,385,8,48.01,122.22,2,"  531, 185",orca network,reliable
5/7/21,2021,11:40,383,8,48.06,122.4,3,"  531, 21, 44",orca network,reliable
4/26/21,2021,12:00,378,8,48.13,122.38,5,"  531, 21, 44, 723, 2356",orca network,reliable
4/18/21,2021,12:16,384,8,48.02,122.31,2,"  531, 383",orca network,reliable
4/20/21,2021,12:13,383,8,48.06,122.4,2,"  531, 383",orca network,public
4/20/21,2021,11:06,384,8,48.02,122.31,2,"  531, 383",orca network,reliable
4/7/21,2021,11:30,379,8,48.12,122.52,2,"  531, 383",orca network,reliable
4/4/21,2021,12:30,381,8,48.1,122.44,2,"  531, 723",orca network,reliable
3/9/21,2021,14:12,379,8,48.12,122.52,2,"  531, 723",orca network,reliable
3/17/21,2021,12:17,383,8,48.06,122.4,5,"  531, 723, 21, 53, 383",orca network,public
4/27/21,2021,12:00,378,8,48.13,122.38,4,"  56, 723, 21, 44",orca network,reliable
4/21/13,2013,12:10,385,8,48.01,122.22,2,"  723,  22",orca network,reliable
4/21/13,2013,13:00,384,8,48.02,122.31,2,"  723,  22",orca network,reliable
3/24/21,2021,13:35,386,8,47.96,122.29,2,"  723, 383",orca network,reliable
5/10/21,2021,13:18,386,8,47.96,122.29,2,"  723, 44",orca network,reliable
5/1/16,2016,13:00,375,8,48.18,122.55,3,"  723, 44, 49",orca network,public
3/21/21,2021,11:35,379,8,48.12,122.52,3,"  723, 53, 383",orca network,reliable
3/21/21,2021,10:00,381,8,48.1,122.44,3,"  723, 53, 383",orca network,public
3/8/21,2021,11:02,375,8,48.18,122.55,3,"  723, 53, 531",orca network,reliable
7/5/20,2020,13:00,384,8,48.02,122.31,2,"   225, unknown",orca network,public
10/18/20,2020,14:00,419,11,47.35,122.34,1,2259,orca network,public
3/5/22,2022,15:00,209,7,48.62,122.75,1,2440,orca network,reliable
2/27/22,2022,10:50,179,19C,48.51,123.32,1,2440,orca network,public
3/5/22,2022,14:00,366,8,48.41,122.57,1,2441,orca network,reliable
4/13/22,2022,13:39,182,19C,48.44,123.28,1,766,orca network,reliable
10/27/20,2020,15:00,404,10,47.72,122.44,1,2261,orca network,public
10/26/20,2020,12:59,375,8,48.18,122.55,1,2261,orca network,public
10/20/20,2020,0:00,434,12,47.4,122.9,1,2262,orca network,public
10/20/20,2020,12:00,445,9,47.85,122.63,1,2262,orca network,public
4/5/22,2022,11:25,384,8,48.02,122.31,1,185,orca network,reliable
3/29/22,2022,11:05,384,8,48.02,122.31,3,"  185, 21, 22",email,reliable
3/5/22,2022,12:25,378,8,48.13,122.38,3,"  185, 2362, 2356",orca network,reliable
6/3/22,2022,16:00,378,8,48.13,122.38,1,21,orca network,public
6/1/22,2022,6:27,378,8,48.13,122.38,1,21,orca network,reliable
3/28/22,2022,11:30,384,8,48.02,122.31,1,21,orca network,reliable
3/19/22,2022,12:12,378,8,48.13,122.38,1,21,orca network,reliable
3/11/22,2022,16:00,386,8,47.96,122.29,1,21,orca network,reliable
5/30/22,2022,9:37,378,8,48.13,122.38,1,21,orca network,public
5/27/22,2022,15:00,377,8,48.17,122.4,2,"  21, 22",orca network,public
5/3/22,2022,10:30,381,8,48.1,122.44,2,"  21, 22",orca network,reliable
4/30/22,2022,17:11,384,8,48.02,122.31,2,"  21, 22",orca network,reliable
4/6/22,2022,6:00,378,8,48.13,122.38,2,"  21, 22",orca network,public
5/25/22,2022,13:30,381,8,48.1,122.44,3,"  21, 22, 2249",orca network,reliable
3/23/22,2022,11:32,383,8,48.06,122.4,3,"  21, 22, 2356",orca network,reliable
3/23/22,2022,11:07,383,8,48.06,122.4,3,"  21, 22, 2356",orca network,reliable
3/13/22,2022,11:40,384,8,48.02,122.31,4,"  21, 22, 2356, 2362",orca network,reliable
4/6/22,2022,11:40,384,8,48.02,122.31,6,"  21, 22, 383, 2362, 531, unknown",orca network,reliable
4/11/22,2022,11:12,384,8,48.02,122.31,3,"  21, 2259, 356",orca network,reliable
4/28/22,2022,7:50,378,8,48.13,122.38,2,"  21, unknown",orca network,public
4/17/22,2022,11:00,378,8,48.13,122.38,3,"  21, unknown",orca network,public
4/18/22,2022,12:25,384,8,48.02,122.31,1,22,orca network,reliable
4/16/22,2022,11:34,384,8,48.02,122.31,1,22,orca network,reliable
4/9/22,2022,12:00,385,8,48.01,122.22,1,22,orca network,reliable
4/2/22,2022,12:20,384,8,48.02,122.31,1,22,orca network,reliable
3/31/22,2022,11:37,384,8,48.02,122.31,2,"  22,  2259",orca network,reliable
3/20/22,2022,12:00,384,8,48.02,122.31,2,"  22,  2356",orca network,reliable
3/19/22,2022,12:35,384,8,48.02,122.31,2,"  22,  2356",orca network,reliable
1/23/22,2022,10:00,383,8,48.06,122.4,2,"  22,  53",orca network,reliable
1/23/22,2022,8:30,383,8,48.06,122.4,2,"  22,  53 ",email,reliable
1/23/22,2022,7:55,383,8,48.06,122.4,2,"  22,  53 ",orca network,reliable
3/6/22,2022,11:15,384,8,48.02,122.31,3,"  22, 2356, 2362",orca network,reliable
5/26/22,2022,15:00,378,8,48.13,122.38,2,"  22, 21",orca network,public
4/4/22,2022,11:45,384,8,48.02,122.31,2,"  22, 21",orca network,reliable
6/1/22,2022,12:13,384,8,48.02,122.31,2,"  22, 2356",orca network,reliable
5/7/22,2022,12:56,384,8,48.02,122.31,2,"  22, 2362",orca network,reliable
4/8/22,2022,12:00,384,8,48.02,122.31,2,"  22, 383",orca network,reliable
4/14/22,2022,11:24,384,8,48.02,122.31,2,"  22, 531",orca network,reliable
5/9/22,2022,12:40,384,8,48.02,122.31,3,"  22, 531, 2362",orca network,reliable
3/23/22,2022,11:20,383,8,48.06,122.4,2,"  22, unknown",orca network,reliable
3/23/22,2022,7:38,383,8,48.06,122.4,2,"  22, unknown",orca network,reliable
3/23/22,2022,9:45,383,8,48.06,122.4,3,"  22, unknown",orca network,reliable
3/23/22,2022,8:22,383,8,48.06,122.4,3,"  22, unknown",orca network,reliable
4/30/22,2022,11:20,248,6,48.31,122.76,2,"  2240, unknown",orca network,reliable
5/20/22,2022,11:48,384,8,48.02,122.31,1,2246,orca network,reliable
6/1/19,2019,18:30,409,10,47.59,122.34,1,2256,orca network,public
5/23/22,2022,12:10,398,9,47.89,122.36,1,2259,orca network,reliable
5/10/22,2022,12:20,384,8,48.02,122.31,1,2259,orca network,reliable
4/16/22,2022,12:00,384,8,48.02,122.31,1,2259,orca network,reliable
4/5/22,2022,12:30,384,8,48.02,122.31,1,2259,orca network,reliable
3/16/22,2022,12:29,386,8,47.96,122.29,1,2259,orca network,reliable
3/10/22,2022,11:42,264,20C,48.35,123.72,1,2259,orca network,reliable
3/9/22,2022,17:00,222,6,48.4,122.69,1,2259,orca network,public
3/18/22,2022,11:15,384,8,48.02,122.31,2,"  2259,  2356",orca network,reliable
10/5/20,2020,12:20,385,8,48.01,122.22,1,2262,orca network,reliable
6/10/22,2022,10:42,396,9,47.95,122.47,1,2356,orca network,reliable
5/21/22,2022,12:20,384,8,48.02,122.31,1,2356,orca network,reliable
5/11/22,2022,20:00,372,8,48.27,122.56,1,2356,orca network,reliable
5/10/22,2022,14:25,372,8,48.27,122.56,1,2356,orca network,reliable
5/8/22,2022,18:15,372,8,48.27,122.56,1,2356,orca network,reliable
5/3/22,2022,19:45,372,8,48.27,122.56,1,2356,orca network,reliable
6/28/20,2020,15:54,372,8,48.27,122.56,1,2356,orca network,public
6/24/22,2022,15:08,394,9,47.98,122.56,2,"  2356, unknown",orca network,reliable
5/24/22,2022,13:55,412,10,47.54,122.49,1,2362,orca network,reliable
5/23/22,2022,13:35,373,8,48.23,122.67,1,2362,orca network,reliable
4/26/22,2022,11:15,386,8,47.96,122.29,1,2362,orca network,reliable
4/16/22,2022,12:25,384,8,48.02,122.31,1,2362,orca network,reliable
4/9/22,2022,11:20,384,8,48.02,122.31,1,2362,orca network,reliable
3/27/22,2022,11:45,382,8,48.08,122.33,1,2362,orca network,reliable
3/26/22,2022,11:30,384,8,48.02,122.31,1,2362,orca network,reliable
3/21/22,2022,11:00,384,8,48.02,122.31,1,2362,email,reliable
3/15/22,2022,11:25,384,8,48.02,122.31,1,2362,orca network,reliable
4/10/22,2022,11:20,384,8,48.02,122.31,2,"  2362, 22",orca network,reliable
4/17/22,2022,15:37,384,8,48.02,122.31,2,"  2362, unknown",orca network,public
3/9/22,2022,9:20,181,7,48.5,123.17,1,2383,orca network,public
8/22/22,2022,11:00,385,8,48.01,122.22,1,2440,hotline,public
8/13/22,2022,7:30,379,8,48.12,122.52,1,2440,orca network,public
7/23/22,2022,7:25,380,8,48.06,122.52,1,2440,orca network,public
7/22/22,2022,17:15,380,8,48.06,122.52,1,2440,orca network,reliable
7/19/22,2022,16:51,386,8,47.96,122.29,1,2440,orca network,reliable
7/19/22,2022,14:14,385,8,48.01,122.22,1,2440,orca network,public
7/4/22,2022,16:52,375,8,48.18,122.55,1,2440,orca network,reliable
7/2/22,2022,17:10,373,8,48.23,122.67,1,2440,orca network,reliable
6/29/22,2022,5:35,380,8,48.06,122.52,1,2440,orca network,public
6/13/22,2022,15:45,373,8,48.23,122.67,1,2440,orca network,reliable
6/11/22,2022,12:45,371,8,48.27,122.45,1,2440,orca network,reliable
6/8/22,2022,15:00,372,8,48.27,122.56,1,2440,orca network,reliable
6/8/22,2022,10:30,372,8,48.27,122.56,1,2440,orca network,public
6/5/22,2022,16:15,372,8,48.27,122.56,1,2440,orca network,reliable
6/4/22,2022,14:00,372,8,48.27,122.56,1,2440,orca network,reliable
6/2/22,2022,14:00,372,8,48.27,122.56,1,2440,orca network,reliable
5/31/22,2022,12:45,372,8,48.27,122.56,1,2440,orca network,reliable
5/30/22,2022,20:25,372,8,48.27,122.56,1,2440,orca network,reliable
5/28/22,2022,11:00,375,8,48.18,122.55,1,2440,orca network,public
5/24/22,2022,12:45,373,8,48.23,122.67,1,2440,orca network,reliable
5/23/22,2022,19:00,373,8,48.23,122.67,1,2440,orca network,reliable
5/20/22,2022,10:30,372,8,48.27,122.56,1,2440,orca network,reliable
5/19/22,2022,13:45,372,8,48.27,122.56,1,2440,orca network,reliable
5/8/22,2022,14:45,372,8,48.27,122.56,1,2440,orca network,reliable
5/7/22,2022,18:00,368,8,48.32,122.47,1,2440,orca network,reliable
4/22/22,2022,9:00,222,6,48.4,122.69,1,2440,orca network,public
2/12/22,2022,14:15,177,19C,48.56,123.29,1,2440,orca network,public
8/7/22,2022,19:00,386,8,47.96,122.29,1,2440,orca network,reliable
8/7/22,2022,13:40,386,8,47.96,122.29,1,2440,orca network,public
8/5/22,2022,20:20,383,8,48.06,122.4,1,2440,orca network,public
8/5/22,2022,16:45,383,8,48.06,122.4,1,2440,orca network,reliable
8/4/22,2022,10:45,384,8,48.02,122.31,1,2440,orca network,reliable
8/1/22,2022,13:16,380,8,48.06,122.52,1,2440,orca network,public
7/26/22,2022,6:45,380,8,48.06,122.52,1,2440,orca network,public
7/24/22,2022,18:04,380,8,48.06,122.52,1,2440,orca network,reliable
7/17/22,2022,17:45,385,8,48.01,122.22,1,2440,orca network,reliable
4/15/22,2022,10:59,222,6,48.4,122.69,1,2440,orca network,public
5/23/22,2022,14:33,373,8,48.23,122.67,2,"  2440, unknown",orca network,reliable
5/17/22,2022,12:37,372,8,48.27,122.56,2,"  2440, unknown",orca network,reliable
5/19/22,2022,13:00,371,8,48.27,122.45,3,"  2440,, unknown",orca network,reliable
7/3/22,2022,12:45,385,8,48.01,122.22,1,2441,orca network,reliable
6/20/22,2022,11:15,222,6,48.4,122.69,1,2441,orca network,reliable
6/13/22,2022,11:25,384,8,48.02,122.31,1,2441,orca network,reliable
3/6/22,2022,8:06,222,6,48.4,122.69,1,2441,orca network,public
6/21/22,2022,11:16,222,6,48.4,122.69,2,"  2441, unknown",orca network,reliable
4/24/22,2022,14:00,247,6,48.32,122.71,1,2445,orca network,public
5/14/22,2022,11:23,391,9,48.04,122.74,1,2447,orca network,reliable
4/29/22,2022,11:58,384,8,48.02,122.31,8,"  356, 2356, 22, 531, 383, unknown",orca network,reliable
5/5/22,2022,14:17,378,8,48.13,122.38,1,383,orca network,public
4/18/22,2022,11:25,384,8,48.02,122.31,1,383,orca network,reliable
4/5/22,2022,12:00,384,8,48.02,122.31,1,383,orca network,reliable
3/29/22,2022,12:30,386,8,47.96,122.29,1,383,orca network,reliable
3/12/22,2022,13:23,381,8,48.1,122.44,1,383,orca network,reliable
3/12/22,2022,11:35,381,8,48.1,122.44,1,383,orca network,reliable
3/25/22,2022,11:20,386,8,47.96,122.29,2,"  383,  2362",orca network,reliable
3/20/22,2022,12:30,384,8,48.02,122.31,2,"  383,  2362",orca network,reliable
3/26/22,2022,12:30,381,8,48.1,122.44,2,"  383,  531",orca network,reliable
4/17/22,2022,13:25,384,8,48.02,122.31,2,"  383, 22",orca network,public
3/18/22,2022,12:20,381,8,48.1,122.44,3,"  383, 22, 21",orca network,owatch
4/24/22,2022,11:20,384,8,48.02,122.31,2,"  383, 2362",orca network,reliable
4/1/22,2022,12:16,384,8,48.02,122.31,2,"  383, 531",orca network,reliable
4/25/22,2022,12:00,384,8,48.02,122.31,3,"  383, 531, 2362",orca network,reliable
3/29/22,2022,12:55,398,9,47.89,122.36,1,44,orca network,reliable
2/20/22,2022,12:50,374,8,48.23,122.57,1,53,orca network,public
2/19/22,2022,9:50,372,8,48.27,122.56,1,53,orca network,public
2/5/22,2022,11:11,381,8,48.1,122.44,1,53,orca network,reliable
1/28/22,2022,14:30,383,8,48.06,122.4,2,"  53,  22",orca network,reliable
3/5/22,2022,11:40,384,8,48.02,122.31,2,"  53,  2249",orca network,reliable
2/21/22,2022,13:04,374,8,48.23,122.57,2,"  53,  56",orca network,public
2/16/22,2022,15:50,372,8,48.27,122.56,2,"  53,  56",orca network,public
5/17/22,2022,12:14,371,8,48.27,122.45,4,"  53, 2259, 2356, 56",orca network,reliable
5/26/22,2022,10:49,389,9,48.09,122.63,2,"  53, 2362",orca network,reliable
3/15/22,2022,14:37,371,8,48.27,122.45,3,"  53, 56, 44",orca network,public
4/24/22,2022,17:58,384,8,48.02,122.31,1,531,orca network,public
4/24/22,2022,10:20,384,8,48.02,122.31,1,531,orca network,public
4/2/22,2022,10:00,384,8,48.02,122.31,1,531,orca network,reliable
3/20/22,2022,7:30,381,8,48.1,122.44,1,531,orca network,public
3/25/22,2022,12:40,384,8,48.02,122.31,2,"  531,  22",orca network,reliable
3/6/22,2022,12:17,379,8,48.12,122.52,2,"  531,  723",orca network,reliable
4/8/22,2022,12:30,384,8,48.02,122.31,3,"  531, 2362, 2259",orca network,reliable
4/15/22,2022,17:20,182,19C,48.44,123.28,1,766,orca network,public
4/24/20,2020,7:00,384,8,48.02,122.31,1,531,orca network,public
4/7/16,2016,11:00,386,8,47.96,122.29,2," 383,  723",orca network,public
4/7/16,2016,0:00,386,8,47.96,122.29,2," 383,  723",orca network,reliable
4/1/16,2016,0:00,384,8,48.02,122.31,2," 383, 21",orca network,reliable
3/27/16,2016,0:00,384,8,48.02,122.31,3," 49, 531, 723",orca network,reliable
3/28/16,2016,10:55,384,8,48.02,122.31,3," 49, 723, 388",orca network,reliable
12/10/18,2018,0:00,385,8,48.01,122.22,1,2246,orca network,reliable
3/15/22,2022,9:43,214,7,48.52,122.65,1,2441,orca network,reliable
8/18/18,2018,12:55,384,8,48.02,122.31,1,185,orca network,reliable
3/12/20,2020,12:25,384,8,48.02,122.31,1,185,orca network,public
10/12/18,2018,13:54,381,8,48.1,122.44,1,185,orca network,reliable
4/24/15,2015,0:00,378,8,48.13,122.38,1,21,orca network,public
5/2/18,2018,0:00,386,8,47.96,122.29,1,21,orca network,reliable
5/3/18,2018,14:04,381,8,48.1,122.44,1,21,orca network,reliable
5/3/18,2018,14:04,381,8,48.1,122.44,1,21,orca network,reliable
4/13/18,2018,17:12,383,8,48.06,122.4,1,21,orca network,public
3/16/18,2018,11:37,386,8,47.96,122.29,1,21,orca network,reliable
3/15/18,2018,14:00,384,8,48.02,122.31,1,21,orca network,reliable
4/3/16,2016,0:00,383,8,48.06,122.4,1,21,orca network,public
4/23/15,2015,0:00,378,8,48.13,122.38,2,"21, 22",orca network,reliable
5/2/18,2018,0:00,386,8,47.96,122.29,4,"21, 22, 383, 723",orca network,reliable
4/6/19,2019,12:30,383,8,48.06,122.4,5,"21, 22, 49, 53, 383",orca network,reliable
4/9/17,2017,10:53,384,8,48.02,122.31,3,"21, 22, 53",orca network,reliable
4/2/17,2017,0:00,383,8,48.06,122.4,3,"21, 22, 53",orca network,reliable
5/21/18,2018,0:00,384,8,48.02,122.31,3,"21, 22, 531",orca network,reliable
4/14/17,2017,0:00,381,8,48.1,122.44,4,"21, 22,49, 53",orca network,reliable
3/25/17,2017,13:45,384,8,48.02,122.31,3,"21, 383, 56",orca network,public
5/8/18,2018,11:10,381,8,48.1,122.44,2,"21, 44",orca network,reliable
3/18/18,2018,0:00,384,8,48.02,122.31,4,"21, 49, 53, 383",orca network,reliable
4/20/18,2018,0:00,384,8,48.02,122.31,4,"21, 49, 53, 383",other,ww
4/14/17,2017,16:25,378,8,48.13,122.38,3,"21, 49, 56",orca network,public
3/27/16,2016,0:00,384,8,48.02,122.31,5,"21, 49, 723, 56, 531",orca network,reliable
4/3/17,2017,0:00,383,8,48.06,122.4,3,"21, 53, 383",orca network,reliable
3/28/17,2017,0:00,373,8,48.23,122.67,3,"21, 22.383",orca network,reliable
4/9/17,2017,0:00,375,8,48.18,122.55,5,"21, 49, 53, 383, 22",orca network,reliable
3/29/22,2022,11:30,378,8,48.13,122.38,2,"21, 22",orca network,public
4/27/20,2020,13:03,372,8,48.27,122.56,1,22,orca network,public
5/23/19,2019,7:00,384,8,48.02,122.31,1,22,orca network,reliable
5/16/19,2019,9:54,384,8,48.02,122.31,1,22,orca network,reliable
4/17/19,2019,11:45,384,8,48.02,122.31,1,22,orca network,reliable
5/25/18,2018,11:00,384,8,48.02,122.31,1,22,orca network,reliable
3/24/18,2018,10:35,383,8,48.06,122.4,1,22,orca network,reliable
3/23/18,2018,11:01,384,8,48.02,122.31,1,22,orca network,reliable
5/5/15,2015,0:00,264,20C,48.35,123.72,1,22,orca network,reliable
5/1/15,2015,0:00,386,8,47.96,122.29,1,22,orca network,reliable
4/12/15,2015,0:00,385,8,48.01,122.22,1,22,orca network,reliable
3/15/15,2015,12:30,384,8,48.02,122.31,1,22,orca network,reliable
3/14/15,2015,14:20,384,8,48.02,122.31,1,22,orca network,reliable
3/14/15,2015,0:00,384,8,48.02,122.31,1,22,orca network,reliable
3/8/13,2013,13:45,384,8,48.02,122.31,1,22,orca network,reliable
5/2/18,2018,0:00,386,8,47.96,122.29,1,22,orca network,reliable
5/8/18,2018,11:20,381,8,48.1,122.44,2,"22,  383",orca network,reliable
3/31/18,2018,10:15,384,8,48.02,122.31,2,"22,  53",other,ww
4/4/15,2015,13:10,381,8,48.1,122.44,2,"22,  56",orca network,reliable
4/4/15,2015,0:00,383,8,48.06,122.4,2,"22,  56",orca network,reliable
4/12/15,2015,0:00,384,8,48.02,122.31,2,"22, 383",orca network,reliable
5/3/18,2018,14:04,385,8,48.01,122.22,3,"22, 383, 531",orca network,reliable
5/3/18,2018,14:04,384,8,48.02,122.31,3,"22, 383, 531",orca network,reliable
4/15/18,2018,10:44,383,8,48.06,122.4,3,"22, 383, unknown",other,ww
4/25/15,2015,0:00,378,8,48.13,122.38,5,"22, 44, 49, 53, 723",orca network,reliable
3/29/13,2013,0:00,384,8,48.02,122.31,5,"22, 44, 56, 383, 723",orca network,reliable
4/26/15,2015,0:00,378,8,48.13,122.38,5,"22, 49, 22, 383, unknown",orca network,reliable
4/23/17,2017,11:00,384,8,48.02,122.31,3,"22, 49, 383",orca network,reliable
5/6/18,2018,9:10,386,8,47.96,122.29,3,"22, 53,  unknown",other,ww
4/23/17,2017,0:00,384,8,48.02,122.31,6,"22, 49, 383, 21, 53, 723",orca network,reliable
5/4/19,2019,0:00,384,8,48.02,122.31,6,"22, 49, 53, 383, 531, unknown",orca network,reliable
5/6/19,2019,0:00,384,8,48.02,122.31,7,"22, 49, 53, 56, 531, 723, 383",orca network,reliable
5/3/19,2019,0:00,386,8,47.96,122.29,6,"22, 49, 531, 383, 723, 56",orca network,reliable
5/20/16,2016,13:55,385,8,48.01,122.22,2,"22, unknown",orca network,reliable
5/3/18,2018,12:00,384,8,48.02,122.31,3,"22, unknown",orca network,reliable
10/28/18,2018,14:50,432,13,47.22,122.92,1,2234,orca network,public
10/23/18,2018,14:40,432,13,47.22,122.92,1,2234,orca network,reliable
10/22/18,2018,16:11,432,13,47.22,122.92,1,2234,orca network,reliable
9/2/18,2018,18:00,430,13,47.11,122.91,1,2234,orca network,reliable
9/2/18,2018,17:00,430,13,47.11,122.91,1,2234,orca network,reliable
8/21/18,2018,0:00,383,8,48.06,122.4,1,2234,orca network,public
8/19/18,2018,11:12,371,8,48.27,122.45,1,2234,orca network,reliable
4/19/19,2019,0:00,385,8,48.01,122.22,4,"2246, 49, 383, 22",orca network,reliable
12/29/19,2019,12:00,385,8,48.01,122.22,2,"2246, unknown",orca network,reliable
4/16/19,2019,12:00,373,8,48.23,122.67,1,2249,orca network,reliable
5/24/19,2019,0:00,220,7,48.44,122.69,1,2251,orca network,reliable
7/9/19,2019,17:00,307,6,48.23,122.77,1,2252,orca network,reliable
7/9/19,2019,0:00,246,6,48.36,122.69,2,"2252, 2253",orca network,reliable
7/9/19,2019,16:15,246,6,48.36,122.69,2,"2252, 2253",orca network,reliable
7/9/19,2019,12:00,389,9,48.09,122.63,2,"2252, 2253",orca network,public
8/30/19,2019,16:00,247,6,48.32,122.71,1,2253,orca network,reliable
8/21/19,2019,14:00,247,6,48.32,122.71,1,2253,orca network,public
8/13/19,2019,0:00,247,6,48.32,122.71,1,2253,orca network,reliable
8/13/19,2019,0:00,247,6,48.32,122.71,1,2253,orca network,reliable
8/12/19,2019,0:00,246,6,48.36,122.69,1,2253,orca network,reliable
7/14/19,2019,10:54,398,9,47.89,122.36,1,2253,orca network,reliable
5/24/19,2019,13:00,398,9,47.89,122.36,1,2253,orca network,reliable
