sightDate,year,time,quad,fishArea,lat,long,count,comments,channel,source
2/27/21,2021,11:38,380,8,48.06,122.52,1,53,orca network,reliable
2/25/21,2021,11:55,379,8,48.12,122.52,1,53,orca network,public
3/12/22,2022,12:23,371,8,48.27,122.45,1,53,orca network,public
1/31/22,2022,15:25,381,8,48.1,122.44,1,53,orca network,reliable
3/20/17,2017,13:40,398,9,47.89,122.36,1,53,orca network,reliable
2/14/19,2019,13:30,385,8,48.01,122.22,1,53,orca network,public
2/15/23,2023,11:40,383,8,48.06,122.4,1,53,orca network,reliable
2/15/23,2023,12:47,383,8,48.06,122.4,1,53,orca network,reliable
2/15/23,2023,13:40,383,8,48.06,122.4,1,53,orca network,public
12/28/22,2022,12:35,381,8,48.1,122.44,1,53,orca network,public
12/17/22,2022,14:35,383,8,48.06,122.4,1,53,orca network,public
12/17/22,2022,12:34,383,8,48.06,122.4,1,53,orca network,reliable
12/17/22,2022,11:48,383,8,48.06,122.4,1,53,orca network,reliable
3/5/23,2023,12:00,385,8,48.01,122.22,1,53,orca network,reliable
1/23/23,2023,8:00,379,8,48.12,122.52,1,53,orca network,public
1/21/23,2023,14:50,383,8,48.06,122.4,1,53,orca network,public
2/11/23,2023,9:46,383,8,48.06,122.4,1,53,orca network,reliable
1/16/23,2023,14:42,379,8,48.12,122.52,1,53,orca network,reliable
1/16/23,2023,15:40,379,8,48.12,122.52,1,53,orca network,reliable
1/11/23,2023,14:50,381,8,48.1,122.44,1,53,orca network,reliable
1/11/23,2023,16:10,379,8,48.12,122.52,1,53,orca network,reliable
12/12/22,2022,12:40,383,8,48.06,122.4,1,53,orca network,reliable
3/16/19,2019,10:15,384,8,48.02,122.31,1,53,orca network,ww
2/25/21,2021,12:47,379,8,48.12,122.52,1,53,orca network,reliable
4/9/17,2017,11:45,383,8,48.06,122.4,1,53,other,ww
4/2/17,2017,13:00,381,8,48.1,122.44,1,53,orca network,reliable
4/2/15,2015,0:00,384,8,48.02,122.31,1,53,orca network,reliable
4/10/18,2018,16:21,386,8,47.96,122.29,1,53,orca network,reliable
4/10/18,2018,11:52,398,9,47.89,122.36,1,53,orca network,reliable
4/10/18,2018,10:00,386,8,47.96,122.29,1,53,orca network,public
3/30/18,2018,11:18,382,8,48.08,122.33,1,53,orca network,public
3/11/17,2017,0:00,384,8,48.02,122.31,1,56,orca network,reliable
2/17/21,2021,10:15,383,8,48.06,122.4,1,56,orca network,reliable
5/5/20,2020,17:00,375,8,48.18,122.55,1,56,orca network,public
4/3/19,2019,17:00,373,8,48.23,122.67,1,56,orca network,reliable
4/22/18,2018,10:08,398,9,47.89,122.36,1,56,orca network,reliable
4/16/18,2018,16:20,374,8,48.23,122.57,1,56,orca network,reliable
4/16/18,2018,15:30,373,8,48.23,122.67,1,56,orca network,reliable
3/31/18,2018,13:30,371,8,48.27,122.45,1,56,orca network,public
3/25/18,2018,0:00,372,8,48.27,122.56,1,56,orca network,public
8/6/18,2018,0:00,381,8,48.1,122.44,1,185,orca network,public
7/4/18,2018,13:40,385,8,48.01,122.22,1,185,orca network,reliable
3/23/18,2018,13:48,384,8,48.02,122.31,1,185,orca network,reliable
3/19/18,2018,16:35,384,8,48.02,122.31,1,185,orca network,public
12/22/18,2018,13:30,385,8,48.01,122.22,1,185,orca network,reliable
1/10/19,2019,16:00,384,8,48.02,122.31,1,185,orca network,reliable
1/10/19,2019,13:34,385,8,48.01,122.22,1,185,orca network,reliable
1/10/19,2019,13:15,384,8,48.02,122.31,1,185,orca network,reliable
1/10/19,2019,16:00,384,8,48.02,122.31,1,185,orca network,reliable
4/18/23,2023,15:15,380,8,48.06,122.52,1,185,orca network,public
4/17/23,2023,14:30,380,8,48.06,122.52,1,185,orca network,public
2/28/21,2021,18:00,379,8,48.12,122.52,1,185,orca network,reliable
1/10/19,2019,13:15,384,8,48.02,122.31,1,185,orca network,reliable
4/15/18,2018,15:00,383,8,48.06,122.4,1,185,orca network,reliable
3/23/18,2018,13:48,384,8,48.02,122.31,1,185,orca network,reliable
4/15/23,2023,12:20,375,8,48.18,122.55,1,356,orca network,reliable
4/24/20,2020,0:00,383,8,48.06,122.4,1,356,orca network,public
4/8/17,2017,14:40,384,8,48.02,122.31,1,356,hotline,public
4/16/13,2013,12:34,384,8,48.02,122.31,1,383,orca network,reliable
3/21/18,2018,0:00,384,8,48.02,122.31,1,383,orca network,reliable
4/22/16,2016,12:02,384,8,48.02,122.31,1,383,orca network,reliable
4/26/21,2021,11:30,384,8,48.02,122.31,1,383,orca network,reliable
4/27/13,2013,13:38,384,8,48.02,122.31,1,383,orca network,reliable
4/18/18,2018,10:15,383,8,48.06,122.4,1,383,orca network,reliable
3/24/18,2018,13:14,384,8,48.02,122.31,1,383,orca network,reliable
3/23/18,2018,10:38,384,8,48.02,122.31,1,383,orca network,reliable
3/24/18,2018,14:55,383,8,48.06,122.4,1,530,orca network,public
4/2/20,2020,9:39,381,8,48.1,122.44,1,531,orca network,public
5/28/21,2021,18:35,383,8,48.06,122.4,1,531,orca network,public
5/28/21,2021,15:39,381,8,48.1,122.44,1,531,orca network,public
5/28/21,2021,14:00,381,8,48.1,122.44,1,531,orca network,reliable
5/28/21,2021,12:45,383,8,48.06,122.4,1,531,orca network,reliable
4/30/21,2021,16:54,383,8,48.06,122.4,1,531,orca network,reliable
4/25/21,2021,11:30,385,8,48.01,122.22,1,531,orca network,reliable
4/24/21,2021,10:42,385,8,48.01,122.22,1,531,orca network,reliable
4/14/21,2021,12:20,383,8,48.06,122.4,1,531,orca network,reliable
4/8/21,2021,10:49,385,8,48.01,122.22,1,531,orca network,reliable
3/21/21,2021,11:08,381,8,48.1,122.44,1,531,orca network,public
3/20/21,2021,10:00,378,8,48.13,122.38,1,531,orca network,public
3/11/21,2021,11:45,384,8,48.02,122.31,1,531,orca network,reliable
4/30/23,2023,5:45,383,8,48.06,122.4,1,531,orca network,reliable
4/30/23,2023,5:45,383,8,48.06,122.4,1,531,orca network,reliable
4/21/23,2023,19:30,375,8,48.18,122.55,1,531,orca network,public
4/4/19,2019,19:30,383,8,48.06,122.4,1,531,orca network,reliable
4/25/20,2020,0:00,383,8,48.06,122.4,1,531,orca network,public
3/23/19,2019,17:30,247,6,48.32,122.71,1,531,orca network,reliable
4/27/18,2018,15:24,383,8,48.06,122.4,1,531,orca network,public
4/26/18,2018,8:34,381,8,48.1,122.44,1,531,orca network,reliable
4/25/18,2018,11:00,381,8,48.1,122.44,1,531,orca network,reliable
4/24/18,2018,15:00,381,8,48.1,122.44,1,531,orca network,public
4/19/18,2018,12:30,381,8,48.1,122.44,1,531,orca network,public
4/19/18,2018,11:57,379,8,48.12,122.52,1,531,orca network,reliable
4/18/18,2018,14:35,379,8,48.12,122.52,1,531,orca network,reliable
4/17/18,2018,20:45,381,8,48.1,122.44,1,531,orca network,reliable
4/17/18,2018,19:20,379,8,48.12,122.52,1,531,orca network,reliable
4/17/18,2018,18:15,379,8,48.12,122.52,1,531,orca network,reliable
4/9/18,2018,11:07,380,8,48.06,122.52,1,531,orca network,reliable
4/9/18,2018,10:38,381,8,48.1,122.44,1,531,orca network,public
4/8/18,2018,14:09,383,8,48.06,122.4,1,531,orca network,reliable
3/30/18,2018,15:55,381,8,48.1,122.44,1,531,orca network,reliable
3/27/18,2018,14:15,385,8,48.01,122.22,1,531,orca network,public
3/25/18,2018,10:37,384,8,48.02,122.31,1,531,orca network,reliable
3/17/18,2018,11:28,384,8,48.02,122.31,1,531,orca network,public
3/17/18,2018,11:28,384,8,48.02,122.31,1,531,orca network,reliable
4/14/16,2016,0:00,398,9,47.89,122.36,1,531,orca network,reliable
4/16/13,2013,12:34,384,8,48.02,122.31,1,723,orca network,reliable
4/20/14,2014,12:17,384,8,48.02,122.31,1,723,orca network,public
8/11/16,2016,15:50,221,7,48.44,122.76,1,723,orca network,reliable
8/15/16,2016,15:30,180,19C,48.5,123.25,1,723,orca network,reliable
8/11/16,2016,14:14,389,9,48.09,122.63,1,723,orca network,public
8/15/16,2016,0:00,162,18C,48.74,123.3,1,723,orca network,reliable
3/13/16,2016,12:59,381,8,48.1,122.44,1,723,orca network,reliable
4/24/16,2016,15:00,384,8,48.02,122.31,1,723,orca network,reliable
4/22/16,2016,12:02,384,8,48.02,122.31,1,723,orca network,reliable
4/10/20,2020,0:00,368,8,48.32,122.47,1,723,orca network,unknown
5/21/16,2016,14:25,386,8,47.96,122.29,1,723,orca network,public
2/24/22,2022,13:30,384,8,48.02,122.31,1,723,orca network,public
4/21/20,2020,15:54,375,8,48.18,122.55,1,723,orca network,public
3/7/21,2021,17:13,375,8,48.18,122.55,1,723,orca network,public
5/2/21,2021,13:02,386,8,47.96,122.29,1,723,orca network,reliable
4/26/21,2021,6:42,383,8,48.06,122.4,1,723,orca network,public
4/7/21,2021,16:42,379,8,48.12,122.52,1,723,orca network,public
4/6/21,2021,15:08,379,8,48.12,122.52,1,723,orca network,public
3/30/21,2021,11:45,383,8,48.06,122.4,1,723,orca network,public
3/9/21,2021,17:06,380,8,48.06,122.52,1,723,orca network,public
3/1/21,2021,15:10,379,8,48.12,122.52,1,723,orca network,reliable
5/17/16,2016,10:16,398,9,47.89,122.36,1,723,orca network,public
5/13/16,2016,16:00,385,8,48.01,122.22,1,723,orca network,public
5/4/16,2016,13:16,384,8,48.02,122.31,1,723,orca network,reliable
5/1/16,2016,0:00,384,8,48.02,122.31,1,723,orca network,reliable
3/7/15,2015,12:30,398,9,47.89,122.36,1,723,orca network,reliable
11/20/16,2016,0:00,398,9,47.89,122.36,1,723,orca network,public
6/29/16,2016,9:59,402,10,47.76,122.41,1,723,orca network,reliable
6/29/16,2016,21:59,401,9,47.81,122.42,1,723,orca network,reliable
3/8/15,2015,11:45,398,9,47.89,122.36,1,723,orca network,reliable
4/20/18,2018,10:39,384,8,48.02,122.31,1,723,orca network,reliable
7/1/16,2016,9:47,383,8,48.06,122.4,1,723,orca network,reliable
4/16/16,2016,10:36,386,8,47.96,122.29,1,723,orca network,public
5/24/21,2021,12:30,225,7,48.4,122.89,1,1364,orca network,public
4/22/21,2021,17:00,210,7,48.58,122.75,1,1364,orca network,public
4/14/21,2021,13:30,186,7,48.44,122.93,1,1364,orca network,reliable
4/12/21,2021,16:00,186,7,48.44,122.93,1,1364,orca network,reliable
4/12/21,2021,17:38,186,7,48.44,122.93,1,1364,orca network,public
9/1/18,2018,14:45,430,13,47.11,122.91,1,2234,orca network,public
4/4/23,2023,12:54,386,8,47.96,122.29,1,2240,orca network,public
12/22/18,2018,13:30,385,8,48.01,122.22,1,2246,orca network,reliable
12/29/19,2019,15:41,385,8,48.01,122.22,1,2246,orca network,reliable
2/16/19,2019,11:30,378,8,48.13,122.38,1,2246,orca network,public
3/27/19,2019,0:00,385,8,48.01,122.22,1,2246,orca network,reliable
3/13/21,2021,13:25,386,8,47.96,122.29,1,2249,orca network,reliable
3/24/19,2019,0:00,373,8,48.23,122.67,1,2249,orca network,reliable
5/18/19,2019,10:30,389,9,48.09,122.63,1,2255,orca network,reliable
7/14/19,2019,19:30,164,7,48.7,123.2,1,2256,orca network,public
6/1/19,2019,0:00,409,10,47.59,122.34,1,2256,orca network,public
5/31/19,2019,0:00,408,10,47.63,122.44,1,2256,orca network,reliable
5/29/19,2019,18:05,406,10,47.68,122.58,1,2256,orca network,reliable
5/15/20,2020,0:00,372,8,48.27,122.56,1,2258,orca network,reliable
4/5/21,2021,12:30,384,8,48.02,122.31,1,2259,orca network,reliable
10/22/20,2020,14:38,411,10,47.56,122.59,1,2259,orca network,public
5/9/20,2020,18:37,373,8,48.23,122.67,1,2259,orca network,public
4/17/20,2020,8:30,375,8,48.18,122.55,1,2259,orca network,public
8/20/20,2020,9:25,384,8,48.02,122.31,1,2259,orca network,reliable
7/5/20,2020,11:42,385,8,48.01,122.22,1,2259,orca network,public
7/5/20,2020,13:00,384,8,48.02,122.31,1,2259,orca network,public
7/4/20,2020,20:48,386,8,47.96,122.29,1,2259,orca network,reliable
5/2/21,2021,17:10,386,8,47.96,122.29,1,2261,orca network,public
10/29/20,2020,14:41,378,8,48.13,122.38,1,2261,orca network,public
11/6/20,2020,17:20,372,8,48.27,122.56,1,2261,orca network,reliable
10/30/20,2020,14:00,384,8,48.02,122.31,1,2261,orca network,reliable
10/25/20,2020,10:00,372,8,48.27,122.56,1,2261,orca network,public
10/23/20,2020,9:00,374,8,48.23,122.57,1,2261,orca network,public
10/16/20,2020,14:17,372,8,48.27,122.56,1,2261,orca network,public
8/31/20,2020,12:30,375,8,48.18,122.55,1,2261,orca network,public
8/21/20,2020,17:15,372,8,48.27,122.56,1,2261,orca network,public
8/21/20,2020,14:30,372,8,48.27,122.56,1,2261,orca network,public
8/21/20,2020,8:11,371,8,48.27,122.45,1,2261,orca network,public
8/21/20,2020,15:00,371,8,48.27,122.45,1,2261,orca network,public
8/21/20,2020,11:00,372,8,48.27,122.56,1,2261,orca network,public
8/21/20,2020,10:45,372,8,48.27,122.56,1,2261,orca network,public
8/20/20,2020,19:00,372,8,48.27,122.56,1,2261,orca network,public
8/19/20,2020,12:45,372,8,48.27,122.56,1,2261,orca network,public
8/17/20,2020,12:00,371,8,48.27,122.45,1,2261,orca network,public
8/17/20,2020,11:30,372,8,48.27,122.56,1,2261,orca network,public
10/16/20,2020,11:35,445,9,47.85,122.63,1,2262,orca network,public
7/7/20,2020,19:35,372,8,48.27,122.56,1,2356,orca network,public
7/7/20,2020,17:30,372,8,48.27,122.56,1,2356,orca network,public
6/19/20,2020,10:00,385,8,48.01,122.22,1,2356,orca network,reliable
7/8/20,2020,8:40,372,8,48.27,122.56,1,2356,orca network,public
7/9/20,2020,12:14,372,8,48.27,122.56,1,2356,orca network,public
7/9/20,2020,12:35,372,8,48.27,122.56,1,2356,orca network,public
7/7/20,2020,19:35,374,8,48.23,122.57,1,2356,orca network,public
7/7/20,2020,17:30,372,8,48.27,122.56,1,2356,orca network,public
7/3/20,2020,13:45,372,8,48.27,122.56,1,2356,orca network,public
7/2/20,2020,15:00,372,8,48.27,122.56,1,2356,orca network,public
6/15/21,2021,14:28,385,8,48.01,122.22,1,2362,orca network,reliable
7/17/21,2021,9:32,378,8,48.13,122.38,1,2362,orca network,public
7/15/21,2021,16:35,407,10,47.68,122.43,1,2362,orca network,public
7/10/21,2021,10:40,384,8,48.02,122.31,1,2362,orca network,reliable
7/3/21,2021,10:00,401,9,47.81,122.42,1,2362,orca network,public
7/2/21,2021,12:00,385,8,48.01,122.22,1,2362,orca network,reliable
6/25/21,2021,17:50,385,8,48.01,122.22,1,2362,orca network,reliable
6/15/21,2021,12:58,384,8,48.02,122.31,1,2362,orca network,reliable
6/13/21,2021,12:30,384,8,48.02,122.31,1,2362,orca network,reliable
6/7/21,2021,12:05,385,8,48.01,122.22,1,2362,orca network,reliable
6/17/21,2021,13:40,385,8,48.01,122.22,1,2362,orca network,public
9/12/22,2022,10:51,385,8,48.01,122.22,1,2440,orca network,reliable
6/12/20,2020,0:00,373,8,48.23,122.67,4,"  21, 22, 56,  53",orca network,reliable
5/5/20,2020,16:30,385,8,48.01,122.22,1,22,orca network,public
4/28/20,2020,14:30,383,8,48.06,122.4,1,22,orca network,reliable
4/26/20,2020,17:00,383,8,48.06,122.4,1,22,orca network,reliable
6/16/20,2020,16:44,396,9,47.95,122.47,1,22,orca network,public
1/23/22,2022,10:26,383,8,48.06,122.4,2,"  22,  53",orca network,reliable
4/23/20,2020,9:30,384,8,48.02,122.31,2,"  22,  383",orca network,public
4/7/13,2013,14:25,383,8,48.06,122.4,2,"  22, 356",other,ww
4/5/20,2020,9:35,383,8,48.06,122.4,3,"  22, 383, unknown",orca network,reliable
4/6/20,2020,11:00,383,8,48.06,122.4,4,"  22, 723, 356, 21",orca network,reliable
4/20/13,2013,9:50,398,9,47.89,122.36,2,"  22, unknown",other,ww
4/16/13,2013,0:00,384,8,48.02,122.31,4,"  22, unknown",other,ww
5/18/20,2020,17:16,389,9,48.09,122.63,1,2246,orca network,public
5/15/20,2020,0:00,386,8,47.96,122.29,1,2246,orca network,public
4/24/20,2020,16:00,372,8,48.27,122.56,2,"  2258, unknown",orca network,public
10/13/20,2020,12:11,385,8,48.01,122.22,1,2259,orca network,reliable
4/29/20,2020,0:00,372,8,48.27,122.56,2,"  2259, unknown",orca network,public
3/22/14,2014,0:00,386,8,47.96,122.29,2,"  383, 53",orca network,public
3/30/13,2013,10:20,384,8,48.02,122.31,3,"  383, unknown",other,ww
3/28/14,2014,0:00,384,8,48.02,122.31,5,"  44, 49, 383, unknown",orca network,reliable
4/30/20,2020,11:00,379,8,48.12,122.52,2,"  44, unknown",orca network,reliable
5/5/14,2014,12:25,384,8,48.02,122.31,1,49,orca network,reliable
4/13/14,2014,0:00,384,8,48.02,122.31,1,49,other,ww
4/12/14,2014,0:00,384,8,48.02,122.31,1,49,other,ww
